sessionIndex,rep,H.period+t+i,UD.period.t+t.i+t.i,H.t+i+e,UD.t.i+i.e+i.e,H.i+e+five,UD.i.e+e.five+e.five,H.e+five+Shift.r,UD.e.five+five.Shift.r+five.Shift.r,H.five+Shift.r+o,UD.five.Shift.r+Shift.r.o+Shift.r.o,H.Shift.r+o+a,UD.Shift.r.o+o.a+o.a,H.o+a+n,UD.o.a+a.n+a.n,H.a+n+l,UD.a.n+n.l+n.l,H.n+l+Return
7,24,0.33399999999999996,0.023200000000000002,0.3335,0.1212,0.3322,0.31520000000000004,0.3087,0.3794,0.2878,0.30450000000000005,0.3155,0.08750000000000001,0.3815,0.023999999999999997,0.42010000000000003,0.0215,0.3823
7,25,0.2851,0.1936,0.2964,0.2319,0.2758,0.3957,0.2667,0.43,0.2762,0.3409,0.3097,0.1313,0.3777,0.053099999999999994,0.4084,0.0656,0.3752
7,26,0.3014,0.11080000000000001,0.3087,0.18080000000000002,0.2839,0.3859,0.265,0.4091,0.2637,0.32110000000000005,0.30169999999999997,0.1073,0.35919999999999996,0.061900000000000004,0.403,0.0654,0.3833
7,27,0.26480000000000004,0.1438,0.2804,0.24380000000000002,0.27140000000000003,0.4679,0.28200000000000003,0.497,0.2828,0.38289999999999996,0.31679999999999997,0.11299999999999999,0.373,0.0681,0.3951,0.07999999999999999,0.3648
7,28,0.28300000000000003,0.1792,0.24230000000000002,0.228,0.2576,0.36350000000000005,0.2566,0.3511,0.2793,0.3138,0.3155,0.1377,0.3033,0.17170000000000002,0.3332,0.2171,0.2983
7,29,0.2806,0.23299999999999998,0.2679,0.2648,0.23620000000000002,0.42510000000000003,0.23260000000000003,0.43379999999999996,0.255,0.3544,0.30069999999999997,0.1575,0.36560000000000004,0.0917,0.4018,0.10869999999999999,0.36929999999999996
7,30,0.2812,0.1207,0.277,0.1777,0.27349999999999997,0.3297,0.259,0.3484,0.2701,0.2934,0.306,0.11770000000000001,0.354,0.08330000000000001,0.3791,0.1192,0.34220000000000006
7,31,0.2577,0.17709999999999998,0.2801,0.2445,0.27190000000000003,0.3889,0.26249999999999996,0.3883,0.2609,0.2989,0.3105,0.12919999999999998,0.3471,0.0484,0.411,0.0207,0.3649
7,32,0.3107,0.1055,0.288,0.1824,0.2812,0.33809999999999996,0.2735,0.39299999999999996,0.2793,0.2934,0.30700000000000005,0.1501,0.3376,0.0973,0.3809,0.1229,0.3679
7,33,0.26689999999999997,0.137,0.2598,0.20190000000000002,0.2743,0.3474,0.2627,0.3952,0.2793,0.3244,0.3041,0.2565,0.317,0.2541,0.3281,0.2929,0.3028
7,34,0.2949,0.1003,0.3131,0.1368,0.3125,0.33820000000000006,0.3051,0.40530000000000005,0.298,0.36160000000000003,0.3413,0.1383,0.387,0.0658,0.4135,0.06420000000000001,0.3705
7,35,0.2885,0.09890000000000002,0.3062,0.1834,0.292,0.3648,0.2801,0.3791,0.27240000000000003,0.3059,0.3104,0.0726,0.37250000000000005,0.005399999999999995,0.4681,-0.05160000000000001,0.43350000000000005
7,36,0.2832,0.1449,0.28400000000000003,0.1758,0.2792,0.3255,0.279,0.3413,0.3004,0.2383,0.3302,0.0736,0.3621,-0.009599999999999997,0.4427,-0.030799999999999998,0.42460000000000003
7,37,0.2909,0.3475,0.2991,0.5095000000000001,0.2914,0.5181,0.2677,0.47250000000000003,0.2693,0.27899999999999997,0.3174,0.0884,0.3876,0.0374,0.4789,0.0028000000000000004,0.4324
7,38,0.2603,0.1401,0.28909999999999997,0.1884,0.2846,0.3587,0.28800000000000003,0.3804,0.29109999999999997,0.2882,0.3389,0.0699,0.39249999999999996,0.0063999999999999994,0.4436,-0.0351,0.4046
7,39,0.2521,0.1512,0.26049999999999995,0.2394,0.2771,0.3753,0.2761,0.38980000000000004,0.2878,0.27540000000000003,0.3313,0.0912,0.38230000000000003,0.0399,0.4399,0.0022000000000000006,0.3851
7,40,0.2721,0.0932,0.2766,0.1814,0.27,0.3488,0.2563,0.3617,0.264,0.2602,0.2949,0.0744,0.3348,0.0022999999999999965,0.42719999999999997,-0.05500000000000001,0.40689999999999993
7,41,0.28590000000000004,0.30029999999999996,0.27249999999999996,0.4392,0.2751,0.6922999999999999,0.23659999999999998,0.7275999999999999,0.2329,0.39049999999999996,0.28090000000000004,0.1688,0.3355,0.0975,0.3896,0.12969999999999998,0.3432
7,42,0.2582,0.1591,0.2571,0.2085,0.2703,0.3479,0.2727,0.37429999999999997,0.2854,0.2546,0.3348,0.0641,0.38749999999999996,-0.013800000000000003,0.4413,-0.019600000000000003,0.407
7,43,0.2481,0.1451,0.24020000000000002,0.21430000000000002,0.24680000000000002,0.3611,0.2514,0.36080000000000007,0.2717,0.291,0.31389999999999996,0.15460000000000002,0.3197,0.08639999999999999,0.4071,0.07980000000000001,0.3063
7,44,0.3211,0.0922,0.3167,0.149,0.3098,0.3327,0.302,0.41359999999999997,0.3088,0.3446,0.3479,0.1375,0.382,0.07279999999999999,0.39390000000000003,0.1351,0.33
7,45,0.2837,0.1523,0.3114,0.21589999999999998,0.30770000000000003,0.4157,0.3046,0.4524,0.2973,0.35490000000000005,0.3316,0.1746,0.3173,0.1738,0.3426,0.21159999999999998,0.31279999999999997
7,46,0.3014,0.3174,0.2921,0.4787,0.2533,0.776,0.2521,0.7047,0.2419,0.4987,0.3182,0.1883,0.344,0.1487,0.3901,0.2095,0.36050000000000004
7,47,0.3076,0.39139999999999997,0.292,0.5692999999999999,0.27449999999999997,0.7369,0.26339999999999997,0.5967,0.2827,0.391,0.311,0.18569999999999998,0.3509,0.1691,0.3757,0.1926,0.3329
7,48,0.2903,0.1082,0.2848,0.1631,0.29059999999999997,0.29169999999999996,0.2905,0.3213,0.287,0.2375,0.3242,0.0863,0.3821,0.0524,0.3945,0.0722,0.3597
7,49,0.29059999999999997,0.09820000000000001,0.2859,0.1756,0.2827,0.3025,0.2743,0.3434,0.2822,0.2501,0.30519999999999997,0.09419999999999999,0.3591,0.0215,0.4273,-0.011000000000000003,0.41619999999999996
7,50,0.2825,0.0905,0.2741,0.19929999999999998,0.2627,0.3308,0.2627,0.3509,0.2773,0.2366,0.31220000000000003,0.0761,0.3458,-0.0098,0.3719,0.0806,0.3536
8,1,0.2887,0.7629,0.3613,1.2287,0.31120000000000003,1.7893,0.3372,1.7515999999999998,0.32930000000000004,1.0965,0.394,0.21080000000000002,0.4071,0.2223,0.41370000000000007,0.3453,0.4274
8,2,0.3859,0.2222,0.3324,0.3204,0.3345,0.5828,0.31920000000000004,0.5102,0.354,0.3987,0.4092,0.0426,0.4414,9.99999999999994e-05,0.44980000000000003,0.4102,0.44530000000000003
8,3,0.36429999999999996,0.1496,0.3648,0.5439,0.3318,0.8714999999999999,0.3033,0.8463999999999999,0.32599999999999996,0.47450000000000003,0.4091,0.12059999999999998,0.43499999999999994,0.1683,0.4215,0.7153999999999999,0.40650000000000003
8,4,0.30779999999999996,0.5022,0.3176,0.6896,0.2485,0.8513,0.2707,0.7027,0.3087,0.41509999999999997,0.4192,0.0952,0.4225,0.18009999999999998,0.3927,0.2995,0.3529
8,5,0.3647,0.2383,0.34759999999999996,0.31070000000000003,0.30219999999999997,0.5994,0.2901,0.6004,0.3326,0.5005,0.4406,0.514,0.44430000000000003,0.5575,0.4495,0.6079,0.4365
8,6,0.3699,0.2275,0.353,0.2585,0.3424,0.4535,0.3305,0.4727,0.33809999999999996,0.3622,0.3993,0.0767,0.41509999999999997,0.0994,0.3932,0.1741,0.383
8,7,0.3528,0.1797,0.3526,0.3165,0.3397,0.5591,0.3074,0.6047,0.3211,0.48519999999999996,0.3974,0.1519,0.44239999999999996,0.1276,0.44630000000000003,0.2422,0.33310000000000006
8,8,0.4012,0.1567,0.3664,0.2383,0.3445,0.6031,0.3366,0.768,0.3693,0.6713,0.45080000000000003,0.22019999999999998,0.4509,0.0925,0.4377,0.1181,0.405
8,9,0.3493,0.2476,0.33449999999999996,0.28669999999999995,0.3202,0.48749999999999993,0.29569999999999996,0.49169999999999997,0.3234,0.38569999999999993,0.405,0.11129999999999998,0.45399999999999996,0.1245,0.42,0.18369999999999997,0.3952
8,10,0.254,0.2945,0.24319999999999997,0.26980000000000004,0.3115,0.48229999999999995,0.3144,0.416,0.3381,0.3409,0.3693,0.0186,0.4411,0.0115,0.44530000000000003,0.4108,0.41550000000000004
8,11,0.3543,0.08650000000000001,0.3541,0.13829999999999998,0.3277,0.3352,0.29100000000000004,0.3635,0.3081,0.2438,0.38249999999999995,-0.0532,0.3963,-0.09239999999999998,0.43019999999999997,-0.0736,0.4228
8,12,0.36160000000000003,0.165,0.3291,0.2888,0.3185,0.4868,0.2977,0.4752,0.3276,0.40349999999999997,0.4063,0.18680000000000002,0.4374,0.6591,0.4635,2.1936,0.3598
8,13,0.379,0.136,0.3634,0.3772,0.3611,0.586,0.3284,0.6123,0.3379,0.42529999999999996,0.3669,0.17689999999999997,0.4054,0.2893,0.44129999999999997,0.3886,0.4484
8,14,0.3205,0.3708,0.3221,0.3609,0.3371,0.5591,0.3167,0.6955,0.32089999999999996,0.6887,0.389,0.45410000000000006,0.42469999999999997,0.5367,0.4527,0.7236,0.46699999999999997
8,15,0.36750000000000005,0.1027,0.3638,0.151,0.3026,0.3994,0.30810000000000004,0.4128,0.3107,0.3438,0.4118,0.2094,0.453,0.3719,0.48729999999999996,0.9396,0.4931
8,16,0.3529,0.2784,0.3297,0.2909,0.3054,0.5754,0.2814,0.6301,0.3125,0.5969,0.393,0.43089999999999995,0.4624,0.5971,0.49279999999999996,0.6678999999999999,0.5121
8,17,0.3427,0.10439999999999999,0.3277,0.16970000000000002,0.26139999999999997,0.3634,0.254,0.4179,0.28059999999999996,0.366,0.38749999999999996,0.3953,0.43069999999999997,0.5902000000000001,0.4526,0.6024,0.46950000000000003
8,18,0.3646,0.2603,0.3524,0.4953,0.3212,0.6297,0.30269999999999997,0.45949999999999996,0.289,0.2625,0.3584,0.2343,0.38039999999999996,0.5035000000000001,0.41500000000000004,0.7418,0.31949999999999995
8,19,0.3398,0.36260000000000003,0.3179,0.39670000000000005,0.30710000000000004,0.3156,0.3084,0.3256,0.3234,0.21350000000000002,0.3651,0.0032999999999999974,0.3683,0.23229999999999998,0.3752,0.45039999999999997,0.3781
8,20,0.3125,0.1058,0.2898,0.2262,0.2653,0.4646,0.25770000000000004,0.6546,0.30100000000000005,0.6944999999999999,0.4092,0.3894,0.41840000000000005,0.3318,0.4234,0.2913,0.393
8,21,0.3771,-0.0257,0.3755,0.0657,0.33529999999999993,0.24070000000000003,0.3207,0.2917,0.3368,0.3277,0.3952,0.3765,0.3981,0.4773,0.3783,0.4689,0.32489999999999997
8,22,0.335,0.005700000000000011,0.33740000000000003,0.10690000000000001,0.3258,0.2017,0.2974,0.38439999999999996,0.3224,0.41589999999999994,0.38780000000000003,0.2895,0.4167,0.2016,0.42569999999999997,0.2647,0.3495
8,23,0.3187,0.0577,0.3253,0.12190000000000001,0.3158,0.31989999999999996,0.2981,0.4316,0.3268,0.5095000000000001,0.40679999999999994,0.30069999999999997,0.4447,0.3181,0.4344,0.22449999999999998,0.389
8,24,0.3224,0.08889999999999999,0.334,0.1631,0.33130000000000004,0.3147,0.3091,0.37729999999999997,0.3144,0.3244,0.3738,0.13269999999999998,0.4218,0.182,0.4352,0.2137,0.42779999999999996
8,25,0.33609999999999995,0.023900000000000005,0.34249999999999997,0.119,0.3032,0.3956,0.2794,0.8110999999999999,0.2756,0.8332999999999999,0.368,0.4424,0.4072,0.050100000000000006,0.4271,-0.0295,0.41759999999999997
8,26,0.3345,0.0854,0.34109999999999996,0.0559,0.33449999999999996,0.1779,0.3298,0.2217,0.3237,0.18830000000000002,0.3657,-0.011600000000000003,0.3805,-0.0343,0.40690000000000004,-0.010700000000000008,0.3929
8,27,0.349,-0.029200000000000007,0.3392,0.0942,0.2914,0.24309999999999998,0.2939,0.29350000000000004,0.2834,0.22129999999999997,0.38029999999999997,-0.016300000000000002,0.4154,-0.049300000000000004,0.4531,-0.077,0.4385
8,28,0.3311,0.0125,0.3623,0.0915,0.30950000000000005,0.23570000000000002,0.31479999999999997,0.23890000000000003,0.286,0.2008,0.36970000000000003,-0.0442,0.3646,-0.0656,0.4195,-0.1065,0.4124
8,29,0.3318,0.016600000000000004,0.3437,0.0256,0.3228,0.17470000000000002,0.3173,0.21670000000000003,0.2956,0.1915,0.37160000000000004,-0.0281,0.36850000000000005,-0.061700000000000005,0.39870000000000005,-0.0891,0.3668
8,30,0.37270000000000003,-0.015899999999999997,0.4176,0.0391,0.3809,0.201,0.3698,0.2208,0.29460000000000003,0.1884,0.3714,-0.0527,0.37460000000000004,-0.0992,0.42160000000000003,0.2015,0.36939999999999995
8,31,0.33840000000000003,0.007899999999999997,0.325,0.0713,0.31320000000000003,0.1988,0.30970000000000003,0.25479999999999997,0.28700000000000003,0.1992,0.35819999999999996,-0.009000000000000001,0.3437,-0.041800000000000004,0.38139999999999996,-0.0693,0.36560000000000004
8,32,0.2629,0.6122,0.3189,0.7151,0.2762,0.3397,0.2676,0.30239999999999995,0.27190000000000003,0.1962,0.3701,-0.043300000000000005,0.3344,-0.0655,0.3695,-0.1009,0.3608
8,33,0.32280000000000003,-0.027999999999999997,0.3435,0.0499,0.30979999999999996,0.1916,0.3114,0.2328,0.2878,0.1965,0.3421,-0.018100000000000005,0.33020000000000005,-0.0446,0.3604,-0.0942,0.3581
8,34,0.3529,0.0231,0.3344,0.0712,0.2898,0.2756,0.2993,0.5567,0.299,0.5835,0.3866,0.40580000000000005,0.34099999999999997,0.2511,0.36350000000000005,0.31579999999999997,0.3527
8,35,0.3695,0.3774,0.3687,0.4073,0.34759999999999996,0.7095,0.3265,0.5778000000000001,0.3373,0.45330000000000004,0.4162,0.1693,0.44449999999999995,0.496,0.46699999999999997,0.7249,0.43820000000000003
8,36,0.35710000000000003,0.2964,0.3534,0.38670000000000004,0.3355,0.5598,0.33899999999999997,0.5596,0.3619,0.4837,0.4384,0.2475,0.4969,0.2862,0.5011,0.2638,0.46149999999999997
8,37,0.3882,0.5373,0.4101,0.5912000000000001,0.3806,0.6654,0.3604,0.5263,0.3456,0.5056,0.4184,0.2778,0.4587,0.3107,0.46509999999999996,0.24530000000000002,0.44789999999999996
8,38,0.363,0.0249,0.3467,0.07039999999999999,0.3106,0.2871,0.3026,0.44530000000000003,0.3078,0.4224,0.3923,0.16609999999999997,0.3955,0.2901,0.424,0.8649,0.401
8,39,0.3488,0.1354,0.3443,0.2555,0.3039,0.3553,0.2947,0.3952,0.2994,0.2908,0.381,0.05449999999999999,0.4098,0.1811,0.42779999999999996,0.3013,0.42189999999999994
8,40,0.3781,0.1667,0.3628,0.1019,0.3205,0.25680000000000003,0.3191,0.29250000000000004,0.3091,0.2242,0.3728,0.016699999999999996,0.37629999999999997,0.1177,0.4177,0.2402,0.43190000000000006
8,41,0.3417,-0.0102,0.3417,0.0783,0.3185,0.2668,0.3066,0.3305,0.3084,0.3317,0.3846,0.2098,0.3946,0.2794,0.41700000000000004,0.2913,0.4023
8,42,0.3427,0.017599999999999998,0.3264,0.12669999999999998,0.3187,0.3629,0.28959999999999997,0.4414,0.3078,0.4262,0.3625,0.32010000000000005,0.3957,0.442,0.42179999999999995,0.5745,0.37560000000000004
8,43,0.3379,-0.012800000000000006,0.353,0.09129999999999999,0.31679999999999997,0.3207,0.2912,0.4034,0.3033,0.3607,0.402,0.1501,0.4286,0.2284,0.4487,0.2976,0.43309999999999993
8,44,0.3624,0.9604999999999999,0.3614,0.5811,0.3326,0.3381,0.3245,0.34900000000000003,0.3353,0.29080000000000006,0.4205,0.1179,0.48560000000000003,0.23310000000000003,0.5183,0.2997,0.48739999999999994
8,45,0.3507,-0.0414,0.3539,0.06459999999999999,0.3336,0.3007,0.2647,0.4209,0.3042,0.3909,0.348,0.3559,0.3955,0.5601,0.4084,0.5979,0.4319
8,46,0.3215,0.0803,0.3131,0.1817,0.3112,0.3453,0.3099,0.3323,0.3041,0.2633,0.3759,0.0889,0.37089999999999995,0.1989,0.3822,0.234,0.3542
8,47,0.3226,0.0889,0.3293,0.0613,0.32320000000000004,0.23529999999999998,0.3305,0.2546,0.3159,0.23959999999999998,0.38849999999999996,0.0249,0.41500000000000004,0.0362,0.4325,0.028899999999999995,0.43399999999999994
8,48,0.3342,-0.011699999999999999,0.34950000000000003,0.0741,0.3358,0.2579,0.3266,0.3144,0.3115,0.2718,0.3772,0.014100000000000001,0.4144,-0.0456,0.4464,-0.028700000000000003,0.4245
8,49,0.3211,-0.003300000000000001,0.2997,0.0971,0.2992,0.2851,0.30369999999999997,0.3179,0.3153,0.27999999999999997,0.3675,0.004900000000000002,0.4135,-0.06570000000000001,0.4549,-0.08829999999999999,0.4417
8,50,0.321,-0.011699999999999995,0.3538,0.0961,0.3242,0.2651,0.3248,0.3066,0.29810000000000003,0.22039999999999998,0.3665,-0.022299999999999997,0.3533,-0.0617,0.3749,-0.04899999999999999,0.3648
1,1,0.2453,1.6606,0.2395,1.5121,0.2753,1.8191000000000002,0.2618,1.4866000000000001,0.26890000000000003,1.7751,0.2389,1.0675999999999999,0.2226,0.8364,0.2023,0.8341000000000001,0.2046
1,2,0.2712,1.4306999999999999,0.2445,1.2603,0.24309999999999998,1.1118999999999999,0.1985,1.0714,0.19879999999999998,0.7619,0.2163,0.4375,0.2319,0.3904,0.2522,0.7668,0.249
1,3,0.2424,0.718,0.2318,0.7707999999999999,0.2566,0.8722000000000001,0.2603,0.7345,0.2522,0.437,0.25239999999999996,0.3188,0.1941,0.44229999999999997,0.20989999999999998,0.7243999999999999,0.2028
1,4,0.21589999999999998,0.5845,0.2072,0.5049,0.2445,0.6336999999999999,0.22160000000000002,0.5975999999999999,0.2176,0.4354,0.21599999999999997,0.2839,0.22970000000000002,0.2854,0.258,0.5393,0.2543
1,5,0.2252,0.4396,0.21630000000000002,0.40380000000000005,0.23820000000000002,0.5102,0.22290000000000001,0.5652,0.2273,0.3779,0.20900000000000002,0.27790000000000004,0.208,0.2693,0.22310000000000002,0.7776000000000001,0.2398
1,6,0.2231,1.2036,0.21439999999999998,1.1268,0.24,0.5659000000000001,0.2299,0.6004,0.23199999999999998,0.42849999999999994,0.2146,0.29810000000000003,0.22310000000000002,0.2366,0.25880000000000003,0.5222,0.2823
1,7,0.24920000000000003,0.8096000000000001,0.24550000000000002,1.1082,0.24659999999999999,0.8620000000000001,0.21710000000000002,0.9083000000000001,0.2139,0.3853,0.23099999999999998,0.2856,0.2415,0.2469,0.2534,0.6047,0.2706
1,8,0.2658,0.3821,0.2375,0.279,0.2185,0.4229,0.2022,0.6188,0.183,0.8522,0.20179999999999998,0.6942999999999999,0.2039,0.5913,0.2537,0.4245,0.2605
1,9,0.2366,0.37260000000000004,0.2316,0.35309999999999997,0.2622,0.5959000000000001,0.2548,0.7086000000000001,0.2667,0.5008,0.2524,0.3143,0.2455,0.34010000000000007,0.2623,0.6745000000000001,0.2861
1,10,0.27190000000000003,0.38670000000000004,0.25880000000000003,0.43,0.253,0.5432,0.2276,0.6627000000000001,0.2099,0.7989999999999999,0.2125,0.6985,0.2075,0.6594,0.23779999999999998,0.5350999999999999,0.24259999999999998
1,11,0.2669,0.4338,0.2585,0.3526,0.2545,0.4753,0.22069999999999998,0.8029,0.2188,0.703,0.2109,0.8937999999999999,0.22910000000000003,1.0425,0.23309999999999997,1.2128,0.255
1,12,0.27349999999999997,0.29979999999999996,0.2564,0.24469999999999997,0.22599999999999998,0.43579999999999997,0.2033,0.5757,0.20879999999999999,0.4658,0.2342,0.3618,0.23159999999999997,0.34009999999999996,0.2538,0.5578000000000001,0.2524
1,13,0.258,0.3974,0.2369,0.308,0.22870000000000001,0.4482,0.19140000000000001,0.5458000000000001,0.198,0.4076,0.20700000000000002,0.32520000000000004,0.2173,0.3318,0.2516,0.5569999999999999,0.2566
1,14,0.26980000000000004,0.4219,0.26580000000000004,0.35650000000000004,0.2597,0.554,0.241,0.6253,0.2352,0.5001,0.2613,0.3412,0.2489,0.37460000000000004,0.2671,0.5865,0.2666
1,15,0.2419,0.3813,0.2327,0.2692,0.2738,0.3812,0.2379,0.5074,0.2389,0.3996,0.2044,0.3393,0.2162,0.30670000000000003,0.2452,0.5535,0.2966
1,16,0.25379999999999997,0.3579,0.2559,0.3091,0.2712,0.40890000000000004,0.22659999999999997,0.5377000000000001,0.22059999999999996,0.3562,0.2122,0.2635,0.2267,0.21700000000000003,0.2198,0.4934,0.2572
1,17,0.2683,1.5268000000000002,0.24219999999999997,1.5319,0.2353,0.4131,0.2025,0.5058,0.21590000000000004,0.3636,0.21109999999999998,0.2691,0.2259,0.2751,0.21399999999999997,0.5768,0.2257
1,18,0.2737,0.47050000000000003,0.2479,0.3748,0.2371,0.4599,0.212,0.4546,0.2384,0.2955,0.26139999999999997,0.1915,0.2516,0.23609999999999998,0.2661,0.4919,0.2687
1,19,0.2611,0.4436,0.2693,0.36960000000000004,0.2809,0.45730000000000004,0.2661,0.5401,0.251,0.3781,0.2257,0.32099999999999995,0.2155,0.3951,0.2364,0.7041999999999999,0.2762
1,20,0.24580000000000002,0.44360000000000005,0.23550000000000001,0.3679,0.2505,0.4558,0.2091,0.54,0.2167,0.3678,0.2062,0.2863,0.21889999999999998,0.4037,0.23,0.6774,0.2643
1,21,0.2539,0.4335,0.2631,0.379,0.28080000000000005,0.47440000000000004,0.2304,0.499,0.2257,0.3291,0.2133,0.2641,0.2294,0.3371,0.24439999999999998,0.5942000000000001,0.2779
1,22,0.2698,0.35550000000000004,0.26,0.3218,0.2632,0.424,0.2368,0.5072,0.24530000000000002,0.3157,0.2392,0.2523,0.23149999999999998,0.25739999999999996,0.247,0.6206,0.27949999999999997
1,23,0.26430000000000003,0.38760000000000006,0.22499999999999998,0.29669999999999996,0.19490000000000002,0.37829999999999997,0.1653,0.4707,0.189,0.3433,0.20959999999999998,0.29760000000000003,0.2131,0.2524,0.24080000000000001,0.4971,0.278
1,24,0.2511,0.44880000000000003,0.2616,0.389,0.2606,0.4719,0.2115,0.49250000000000005,0.211,0.3092,0.2057,0.2601,0.2318,0.3015,0.2661,0.6045,0.2983
1,25,0.2524,0.38499999999999995,0.22869999999999996,0.2996,0.22369999999999998,0.3856,0.21710000000000002,0.45920000000000005,0.2303,0.3208,0.2379,0.2591,0.2307,0.38839999999999997,0.24569999999999997,0.7874,0.2753
1,26,0.2653,0.3917,0.2758,0.311,0.2721,0.382,0.2521,0.46409999999999996,0.2294,0.3222,0.22360000000000002,0.27890000000000004,0.22669999999999998,0.3229,0.2415,0.6051,0.2808
1,27,0.2503,0.4712,0.24530000000000002,0.33699999999999997,0.2442,0.3936,0.23100000000000004,0.4027,0.2365,0.2838,0.251,0.2259,0.2563,0.19829999999999998,0.2838,0.5590999999999999,0.3115
1,28,0.2671,0.44680000000000003,0.2357,0.3598,0.23199999999999998,0.4084,0.1935,0.4245,0.21799999999999997,0.29209999999999997,0.2254,0.27649999999999997,0.2362,0.3157,0.26339999999999997,0.7867999999999999,0.2969
1,29,0.2451,0.8144,0.2324,0.8851,0.2471,1.0132,0.19319999999999998,0.6522000000000001,0.2014,0.3518,0.19589999999999996,0.29159999999999997,0.2284,0.3744,0.2384,0.7674000000000001,0.2732
1,30,0.2672,0.3931,0.24209999999999998,0.31930000000000003,0.2334,0.3833,0.18879999999999997,0.44720000000000004,0.1975,0.3022,0.2043,0.2813,0.2347,0.22290000000000001,0.2519,0.6786,0.2899
1,31,0.2513,0.6032,0.20700000000000002,0.5183,0.2033,0.5783,0.197,0.5155,0.2289,0.3644,0.2208,0.304,0.1928,0.328,0.1796,0.8517999999999999,0.2278
1,32,0.2508,0.41080000000000005,0.22870000000000001,0.4711,0.2704,0.8681000000000001,0.2522,0.8876000000000001,0.2791,0.6607000000000001,0.2297,0.30810000000000004,0.23210000000000003,0.4147,0.2313,0.7541,0.2545
1,33,0.2587,0.4296,0.2672,0.6313,0.2556,1.3858000000000001,0.2273,1.4648,0.21539999999999998,1.0445000000000002,0.1917,0.3504,0.19669999999999999,0.6044,0.20779999999999998,0.8774,0.2624
1,34,0.28059999999999996,0.4012,0.22490000000000002,0.3184,0.22599999999999998,0.4071,0.184,0.5025999999999999,0.22860000000000003,0.3742,0.20700000000000002,0.3306,0.20729999999999998,0.5145,0.235,0.8375,0.2661
1,35,0.2785,0.4299,0.2225,0.3619,0.22360000000000002,0.4707,0.18059999999999998,0.538,0.2165,0.3916,0.19540000000000002,0.3277,0.19989999999999997,0.6448,0.20179999999999998,0.9185000000000001,0.2506
1,36,0.2667,0.3856,0.263,0.37460000000000004,0.2614,0.49360000000000004,0.2086,0.6068,0.2091,0.4256,0.19090000000000001,0.3409,0.2176,0.43320000000000003,0.2371,0.7792,0.28300000000000003
1,37,0.2529,0.43829999999999997,0.22310000000000002,0.44899999999999995,0.22449999999999998,0.5779,0.18519999999999998,0.6634,0.20679999999999998,0.4294,0.2023,0.31479999999999997,0.22549999999999998,0.5155000000000001,0.22100000000000003,0.8919,0.2627
1,38,0.22599999999999998,0.4003,0.22069999999999998,0.5526,0.2397,0.8395,0.2099,0.9079,0.2263,0.5811,0.2089,0.6935,0.21389999999999998,0.8206,0.22759999999999997,0.9894999999999999,0.2403
1,39,0.2355,0.5642,0.18639999999999998,0.45929999999999993,0.1872,0.4788,0.14229999999999998,0.4797,0.17930000000000001,0.30580000000000007,0.183,0.2591,0.2097,0.4173,0.22999999999999998,0.6668,0.269
1,40,0.2524,0.4114,0.2424,0.38,0.2224,0.4999,0.21000000000000002,0.5910000000000001,0.21949999999999997,0.8563000000000001,0.2229,0.7992,0.201,0.8856999999999999,0.2268,0.6934,0.2511
1,41,0.269,0.33809999999999996,0.2328,0.2912,0.2294,0.3957,0.20929999999999999,0.49039999999999995,0.2452,0.39890000000000003,0.2278,0.42610000000000003,0.2162,0.5469999999999999,0.2139,0.7479,0.2535
1,42,0.27080000000000004,0.40559999999999996,0.2326,0.3207,0.2157,0.4659,0.1867,0.5232,0.2057,0.456,0.18409999999999999,0.4317,0.1918,0.4495,0.21710000000000002,0.6214,0.2706
1,43,0.2566,0.5251,0.2241,0.44099999999999995,0.2278,0.5318,0.2154,0.5078,0.2376,0.3794,0.222,0.5312,0.2294,0.5895,0.24969999999999998,0.7505,0.2859
1,44,0.2755,0.3903,0.24280000000000002,0.3545,0.2275,0.47040000000000004,0.1901,0.5596,0.2173,0.39370000000000005,0.2084,0.3509,0.2068,0.4772,0.2348,0.6747000000000001,0.2659
1,45,0.2783,0.38449999999999995,0.22360000000000002,0.5516,0.1969,0.6625,0.1581,0.7915,0.2041,0.495,0.2073,0.4456,0.2057,0.40650000000000003,0.2115,0.5382,0.2273
1,46,0.2342,0.3843,0.2067,0.28059999999999996,0.2236,0.37139999999999995,0.18819999999999998,0.4788,0.21699999999999997,0.35830000000000006,0.1906,0.3337,0.2041,0.3616,0.21910000000000002,0.5725,0.27270000000000005
1,47,0.2687,0.4125,0.2413,0.3951,0.24580000000000002,0.8018,0.1822,0.8658999999999999,0.18719999999999998,0.6551999999999999,0.1648,0.3169,0.1893,0.4303,0.2139,0.6459,0.255
1,48,0.2582,0.3043,0.24870000000000003,0.30989999999999995,0.2392,0.5027999999999999,0.1983,0.6265,0.20959999999999998,0.4487,0.19849999999999998,0.3165,0.21039999999999998,0.2661,0.2421,0.4678,0.28090000000000004
1,49,0.25680000000000003,0.41350000000000003,0.2254,0.39880000000000004,0.2194,0.8581000000000001,0.1703,0.9618,0.2036,0.7508,0.1854,0.3512,0.20179999999999998,0.4385,0.21439999999999998,0.6486000000000001,0.2693
1,50,0.2638,0.3826,0.244,0.3265,0.24980000000000002,0.402,0.2308,0.4822,0.24980000000000002,0.3266,0.2163,0.2496,0.2213,0.20079999999999998,0.24259999999999998,0.4565,0.299
